Component 1,Component 2,labels
-43.05385,12.816354,Fair
-47.37688,4.000548,Fair
-46.303387,7.4768515,Fair
-48.47905,7.3714957,Fair
-62.942654,-5.327408,Fair
-65.43995,7.128223,Fair
-63.956905,23.576572,Fair
-63.956295,16.986982,Fair
-65.330765,22.05248,Fair
-65.10176,16.304165,Fair
-58.528156,16.94109,Fair
-67.93248,17.114895,Fair
-13.021267,21.991465,Fair
-14.608079,21.503662,Fair
-11.256639,22.373507,Fair
-13.826696,22.036762,Fair
-10.073628,24.533394,Fair
-13.849521,21.274696,Fair
-15.422405,2.2233224,Fair
-13.174596,22.443996,Fair
-4.018915,5.6138144,Fair
13.732852,-21.161575,Fair
-19.09501,6.7082424,Fair
1.7645797,-26.222984,Fair
-2.2087276,-26.295517,Fair
-17.558775,-10.172557,Fair
-4.5261035,-12.354074,Fair
-36.2233,-11.603661,Fair
-18.286533,-11.141286,Fair
-45.738514,2.8402026,Fair
-5.9190674,14.088899,Fair
5.151266,23.560778,Fair
-13.106017,12.203807,
-9.539457,8.837148,Moderate
-7.6427665,11.992476,Fair
0.053206347,21.609941,Fair
-10.302475,15.451637,Fair
-2.4503872,21.15534,Fair
-13.530718,13.729604,Fair
-16.821554,-3.268726,Fair
-20.580812,-8.792788,Good
-21.048128,-8.670054,Good
-21.46215,-8.562639,Fair
9.752293,4.8952727,Fair
-30.574524,14.110726,Fair
-17.992514,0.80181783,Fair
50.09255,-26.183113,Fair
-44.200108,18.513962,Fair
-51.78906,6.719082,Fair
-42.43893,9.601231,Fair
-55.8055,13.795579,Fair
-49.123207,17.962633,Fair
-59.919136,18.372305,Fair
-57.11779,17.280977,Fair
-60.19996,18.860884,Fair
-58.161156,15.345286,Fair
-59.503407,13.354675,Fair
62.360943,-3.6194663,Fair
-21.130083,-2.7733612,Fair
4.331876,-26.070385,Fair
-44.69687,13.711212,Fair
-23.549862,13.412715,Fair
-24.171051,13.147431,Fair
-41.098015,10.694094,Fair
-22.387848,13.660769,Fair
-20.602457,7.084494,Fair
-42.340973,14.496309,Fair
-42.584618,16.154367,Fair
-64.37333,21.895157,Fair
-63.014385,19.569008,Fair
-61.813587,19.543835,Fair
-60.918793,15.976933,Fair
-56.792942,19.44719,Fair
-58.556873,21.16488,Fair
-47.134945,15.929173,Moderate
-55.302876,14.508723,Fair
-54.28126,21.156515,Fair
-55.9202,20.920616,Fair
-7.37074,12.171854,Fair
-15.99228,19.22309,Fair
-15.9498825,19.000916,Fair
-67.00148,20.67203,Fair
-66.58121,22.49611,Fair
-66.85487,19.269669,Fair
-64.653244,21.026604,Fair
-66.26503,23.522627,Fair
-23.512291,14.796214,Fair
-22.842762,14.591959,Fair
-16.15429,3.0640526,Fair
-17.875164,8.584712,Fair
-17.293447,-8.351517,Fair
-14.933935,7.482099,Fair
-17.878525,9.090052,Fair
-46.205563,18.149992,Fair
-47.53371,17.124716,Fair
-63.719913,25.817692,Fair
-5.474717,14.4763975,Fair
-25.231209,14.146293,Fair
-36.0213,-7.199679,Fair
-44.8281,6.614873,Fair
-45.838413,5.15173,Fair
-46.18542,5.638253,Fair
-50.81926,7.077888,Fair
-47.361477,4.9888396,Fair
-46.609314,3.8847797,Fair
-46.608894,3.8843265,Fair
-40.880592,-10.873747,Fair
-46.380054,2.6469443,Fair
-44.917767,6.744595,Fair
-40.642834,-16.382025,Fair
-40.79528,-16.339905,Fair
-51.171635,7.812364,Fair
-51.11723,8.326696,Fair
-47.225124,8.484994,Fair
-47.73129,8.229038,Fair
-46.875298,8.96855,Fair
-46.632935,8.660982,Fair
-37.90631,-6.1582026,Fair
-37.498287,-6.431533,Fair
-37.527927,-6.8697944,Fair
-47.835064,-4.280487,Fair
-61.91671,-5.064348,Fair
-62.40264,-5.558187,Fair
-63.412716,-0.67801386,Fair
-63.398438,-3.5391512,Fair
-62.59447,-0.5160004,Fair
-63.541977,-1.9143069,Fair
-60.41858,0.12037729,Fair
-56.302937,13.714,Fair
33.30396,-13.68209,Fair
38.24459,-18.518719,Fair
33.388767,-7.6109114,Fair
33.808434,-12.006823,Fair
33.237164,-12.357342,Fair
35.796787,-9.391102,Fair
33.229992,1.3128376,Fair
32.189327,1.5112636,Fair
9.991015,-7.278638,Fair
15.763284,-13.927803,Fair
16.10537,-15.774787,Fair
-41.012882,17.308607,Fair
-41.02865,16.649366,Fair
-35.08809,16.73638,Fair
-29.866531,8.246595,Fair
-41.474884,17.457956,Fair
-30.784042,8.186362,Fair
-5.5749927,-2.957331,Fair
-34.991184,-13.158873,Fair
-41.270443,-11.260216,Fair
-48.200752,2.5287533,Fair
-41.243908,-9.501784,Fair
-29.598125,17.132622,Fair
-44.43489,12.27634,Fair
-44.81563,12.915019,Fair
-40.815067,12.323849,Fair
-37.388966,1.6224531,Fair
-39.557693,1.3110801,Fair
-34.4097,-15.253482,Fair
-41.27428,-17.227793,Fair
-44.23614,-18.643665,Fair
-46.913578,2.9896972,Fair
-44.26577,6.4547915,Fair
18.332733,-18.951876,Fair
-7.9306116,7.3860984,Fair
-7.0984015,7.7258244,Fair
-8.947413,7.5424285,Fair
-12.290294,7.659505,Fair
-4.92765,6.231411,Fair
-8.752473,6.2425013,Fair
-33.82145,-7.6101894,Fair
-33.109924,-6.2045345,Fair
-32.859646,-6.355308,Fair
-32.908283,-6.2421575,Fair
-34.553642,16.413137,Fair
-34.377422,11.658374,Fair
-15.674053,1.4890802,Fair
-33.362328,-9.041059,Good
-36.064518,8.174546,Fair
-35.33344,7.9984374,Fair
-36.769012,-7.372886,Fair
-23.637589,10.367717,Fair
-33.8308,14.633286,Fair
-33.095974,16.754122,Fair
-30.751278,17.265362,Fair
-31.958586,14.8737335,Fair
-34.006107,14.454477,Fair
-35.587593,13.978332,Fair
-38.841133,8.052469,Fair
-39.248524,6.38247,Fair
-39.023678,6.4399624,Fair
-37.877464,7.1143217,Fair
14.6212435,12.282506,Fair
-68.01178,16.311237,Fair
-68.633675,14.660158,Fair
-66.25981,16.785444,Fair
-68.379684,13.999713,Fair
-67.4833,13.599513,Fair
-68.83231,17.285654,Fair
-66.80115,14.004496,Fair
-68.685745,15.730475,Fair
-69.2362,13.616137,Fair
-68.20409,15.9160595,Fair
-67.13361,13.834146,Fair
